NAME,TEAM,OPP,GAME_ID,PLAYER_ID_AVG,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGA_AVG,FG_PCT_AVG,FG3M_AVG,FG3A_AVG,FG3_PCT_AVG,FTM_AVG,FTA_AVG,FT_PCT_AVG,OREB_AVG,DREB_AVG,REB_AVG,AST_AVG,TOV_AVG,STL_AVG,BLK_AVG,BLKA,PF_AVG,PFD,PTS_AVG,PLUS_MINUS_AVG,DD2,TD3,GAME_ID_AVG,AWAYORHOME,STATUS,PLAYER_ID,JERSEYNUM,POSITION,STARTER,ONCOURT,PLAYED,NOTPLAYINGREASON,NOTPLAYINGDESCRIPTION,AST,BLK,BLKR,FGA,FGM,FG_PCT,PF_OFF,FOULSDRAWN,PF,PF_TECH,FTA,FTM,FT_PCT,MINUS,MIN,PLUS,PLUS_MINUS,PTS,PTS_FASTBREAK,PTS_PAINT,PTS_2NDCHANCE,DREB,OREB,REB,STL,FG3A,FG3M,FG3_PCT,TOV,FG2A,FG2M,FG2_PCT,DATE_UPDATED_EST,SET_EASY,TIER_EASY,SERIES_EASY,PLAY_EASY,DATE_MOMENT,TEAM_TS,COUNT_EASY,OWNED,UNIQUE_OWNERS,IN_PACKS,MINTED,TS_HELD,CS,LOW_ASK_EASY,4HCHANGE_EASY,24H,7D,LISTINGS,TSD,ROOKIE_PREMIERE,ROOKIE_MINT,ROOKIE_YEAR,EDITION_STATE,PLAY_ID,SET_ID,TS_LINK,SET_HARD,TIER_HARD,SERIES_HARD,PLAY_HARD,COUNT_HARD,LOW_ASK_HARD,4HCHANGE_HARD,AWAY_TEAM,AWAY_ID,HOME_TEAM,HOME_ID,PERIOD,GAME_CLOCK,AWAY_SCORE,HOME_SCORE,START_TIME,GAME_STATUS,EASY_MOMENT,HARD_MOMENT,SCORE,DIFFERENTIAL,FTM_PROJ
Jimmy Butler,MIA,NYK,0022100727,202710,30,19,11,0.633,33.339388888888884,7.133333333333334,14.733333333333333,0.484,0.43333333333333335,1.8333333333333333,0.236,6.7,7.6,0.882,1.7666666666666666,4.233333333333333,6.0,6.033333333333333,2.0,1.8666666666666667,0.4,0.5333333333333333,1.3333333333333333,5,21.4,91,8,3,0022100727,home,ACTIVE,202710.0,22,SF,Starter,-,1,nan,nan,5,0,0,8,7,0.875,1,5.0,4,0,9,8,0.888888888888889,50,29.248833333333334,76,26,22,4,14,8,4,2,6,2,1,0,0.0,4,7,7,1.0,2022-01-27 03:32,Base Set,Common,3,Dunk,2021-10-25 23:30:00+00:00,Miami Heat,60000,38594.0,0.0,9482.0,13826.0,0.0,2.0,3,0.0,0.0,0.0,2990.0,nan,nan,nan,nan,VISIBLE,a1086d6a-d1b8-4b16-8ab0-628088664404,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a1086d6a-d1b8-4b16-8ab0-628088664404,Base Set,Common,1,3 Pointer,1530,285,-10.94,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-3 Pointer,96-110,-14,8
KZ Okpala,MIA,NYK,0022100727,1629644,21,14,7,0.667,11.622460317460318,1.4285714285714286,3.2857142857142856,0.435,0.42857142857142855,1.2380952380952381,0.346,0.38095238095238093,0.5238095238095238,0.727,0.5238095238095238,1.4285714285714286,1.9523809523809523,0.6666666666666666,0.23809523809523808,0.19047619047619047,0.3333333333333333,0.09523809523809523,1.1904761904761905,0,3.6666666666666665,6,0,0,0022100727,home,INACTIVE,1629644.0,11,nan,Bench,-,0,INACTIVE_INJURY,Right Wrist; Sprain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:08,Base Set,Common,2,Layup,2021-03-14 23:00:00+00:00,Miami Heat,12000,11219.0,0.0,549.0,234.0,0.0,12.0,8,0.0,14.29,0.0,538.0,True,False,False,False,VISIBLE,781c4a81-1193-4c28-95aa-f55b39d9b80e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+781c4a81-1193-4c28-95aa-f55b39d9b80e,Base Set,Common,2,Layup,12000,8,0.0,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-2-Layup,Base Set-Common-2-Layup,96-110,-14,0
Kyle Guy,MIA,NYK,0022100727,1629657,10,7,3,0.7,13.937833333333334,2.3,4.8,0.479,1.2,2.9,0.414,0.4,0.5,0.8,0.1,0.9,1.0,1.5,0.7,0.4,0.1,0.1,1.1,0,6.2,-3,0,0,0022100727,home,ACTIVE,1629657.0,5,nan,Bench,-,1,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,7,2.1333333333333333,4,-3,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,nan,nan,96-110,-14,0
Kyle Lowry,MIA,NYK,0022100727,200768,39,24,15,0.615,34.17957264957265,4.461538461538462,10.820512820512821,0.412,2.076923076923077,6.358974358974359,0.327,2.41025641025641,2.8461538461538463,0.847,0.6153846153846154,3.8461538461538463,4.461538461538462,8.282051282051283,3.051282051282051,1.0256410256410255,0.38461538461538464,0.3333333333333333,2.7948717948717947,3,13.41025641025641,138,12,1,0022100727,home,INACTIVE,200768.0,7,nan,Bench,-,0,INACTIVE_PERSONAL,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:09,Base Set,Common,2,Layup,2021-02-06 00:30:00+00:00,Toronto Raptors,35000,32873.0,0.0,1694.0,445.0,0.0,12.0,8,0.0,0.0,14.29,1300.0,False,False,False,False,VISIBLE,04c10ac4-764a-4b42-8b87-a3b44cb11a94,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+04c10ac4-764a-4b42-8b87-a3b44cb11a94,Base Set,Common,1,3 Pointer,1532,229,0.0,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-2-Layup,Base Set-Common-1-3 Pointer,96-110,-14,0
Marcus Garrett,MIA,NYK,0022100727,1630585,12,11,1,0.917,10.685694444444444,0.4166666666666667,1.75,0.238,0.08333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.4166666666666667,0.4,0.75,1.1666666666666667,1.9166666666666667,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.25,0.25,1.3333333333333333,0,1.0833333333333333,17,0,0,0022100727,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,nan,nan,96-110,-14,0
Markieff Morris,MIA,NYK,0022100727,202693,10,7,3,0.7,18.739333333333335,3.2,7.0,0.457,0.8,2.2,0.364,0.5,0.5,1.0,1.3,1.5,2.8,1.4,1.2,0.3,0.1,0.1,2.2,0,7.7,27,0,0,0022100727,home,INACTIVE,202693.0,8,nan,Bench,-,0,INACTIVE_RETURN_TO_COMPETITION_RECONDITIONING,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:06,Base Set,Common,2,Dunk,2021-05-01 02:30:00+00:00,Los Angeles Lakers,40000,33756.0,0.0,3912.0,2403.0,0.0,12.0,5,25.0,0.0,0.0,1142.0,False,False,False,False,VISIBLE,bb504ccb-5929-4238-9efd-93597183c67f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+bb504ccb-5929-4238-9efd-93597183c67f,Base Set,Common,1,3 Pointer,1915,54,0.0,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-2-Dunk,Base Set-Common-1-3 Pointer,96-110,-14,0
Max Strus,MIA,NYK,0022100727,1629622,37,26,11,0.703,23.875225225225226,3.918918918918919,8.864864864864865,0.442,2.5945945945945947,6.513513513513513,0.398,0.8378378378378378,1.0810810810810811,0.775,0.40540540540540543,3.0,3.4054054054054053,1.2972972972972974,0.7297297297297297,0.32432432432432434,0.1891891891891892,0.32432432432432434,1.6216216216216217,1,11.27027027027027,109,0,0,0022100727,home,ACTIVE,1629622.0,31,nan,Bench,-,1,nan,nan,2,0,1,8,0,0.0,0,1.0,2,1,0,0,0.0,44,20.916666666666668,36,-8,0,0,0,0,3,0,3,1,6,0,0.0,1,2,0,0.0,2022-01-27 03:30,Base Set,Common,3,Layup,2021-12-02 00:30:00+00:00,Miami Heat,60000,28968.0,0.0,9697.0,24212.0,0.0,2.0,3,0.0,0.0,50.0,1273.0,nan,nan,nan,nan,VISIBLE,c29c79ee-f80a-4046-8c09-3bcf1b42828e,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c29c79ee-f80a-4046-8c09-3bcf1b42828e,Base Set,Common,2,Dunk,12000,13,0.0,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-3-Layup,Base Set-Common-2-Dunk,96-110,-14,0
Nik Stauskas,MIA,NYK,0022100727,203917,2,1,1,0.5,11.8525,1.5,4.0,0.375,1.0,2.0,0.5,1.5,2.0,0.75,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.5,1,5.5,16,0,0,0022100727,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,nan,nan,96-110,-14,0
Omer Yurtseven,MIA,NYK,0022100727,1630209,37,24,13,0.649,14.79481981981982,2.675675675675676,5.108108108108108,0.524,0.02702702702702703,0.1891891891891892,0.143,0.8648648648648649,1.3513513513513513,0.64,1.7837837837837838,4.45945945945946,6.243243243243243,1.1081081081081081,0.918918918918919,0.40540540540540543,0.4864864864864865,0.35135135135135137,1.8108108108108107,1,6.243243243243243,88,8,0,0022100727,home,ACTIVE,1630209.0,77,nan,Bench,-,1,nan,nan,0,0,0,1,1,1.0,0,0.0,1,0,0,0,0.0,7,2.1333333333333333,4,-3,2,0,2,0,0,0,0,0,0,0,0.0,0,1,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,nan,nan,96-110,-14,0
P.J. Tucker,MIA,NYK,0022100727,200782,42,26,16,0.619,28.17376984126984,3.119047619047619,6.214285714285714,0.502,1.4285714285714286,3.0476190476190474,0.469,0.6904761904761905,0.9761904761904762,0.707,1.5476190476190477,3.9047619047619047,5.4523809523809526,2.142857142857143,0.9761904761904762,0.7619047619047619,0.2619047619047619,0.2857142857142857,2.261904761904762,1,8.357142857142858,136,3,0,0022100727,home,ACTIVE,200782.0,17,PF,Starter,-,1,nan,nan,0,0,0,9,7,0.777777777777778,2,1.0,3,0,2,2,1.0,28,22.6,65,37,20,6,6,3,1,0,1,0,6,4,0.666666666666666,2,3,3,1.0,2022-01-27 03:30,Base Set,Common,3,Dunk,2021-11-11 03:00:00+00:00,Miami Heat,60000,32873.0,0.0,13079.0,17232.0,0.0,2.0,3,50.0,0.0,50.0,2687.0,nan,nan,nan,nan,VISIBLE,723f9ffd-a24f-42b4-bae5-c0b2d3f03f18,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+723f9ffd-a24f-42b4-bae5-c0b2d3f03f18,Base Set,Common,1,Layup,3999,32,3.23,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-Layup,96-110,-14,2
Tyler Herro,MIA,NYK,0022100727,1629639,39,25,14,0.641,32.89311965811966,7.589743589743589,17.641025641025642,0.43,2.641025641025641,6.769230769230769,0.39,2.871794871794872,3.282051282051282,0.875,0.6410256410256411,4.256410256410256,4.897435897435898,4.0256410256410255,2.8205128205128207,0.6153846153846154,0.15384615384615385,1.2564102564102564,1.4102564102564104,2,20.692307692307693,81,2,0,0022100727,home,ACTIVE,1629639.0,14,nan,Bench,-,1,nan,nan,4,0,1,13,6,0.461538461538462,0,5.0,1,0,7,6,0.857142857142857,74,32.63333333333333,64,-10,21,0,4,3,6,0,6,0,6,3,0.5,4,7,3,0.428571428571429,2022-01-27 03:31,Base Set,Common,3,3 Pointer,2021-10-23 23:00:00+00:00,Miami Heat,60000,37817.0,0.0,10252.0,14263.0,0.0,2.0,3,50.0,0.0,0.0,2574.0,nan,nan,nan,nan,VISIBLE,6e286a96-8202-484e-8bba-703afdf58a81,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+6e286a96-8202-484e-8bba-703afdf58a81,Rising Stars,Rare,2,3 Pointer,2021,219,-0.45,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Base Set-Common-3-3 Pointer,Rising Stars-Rare-2-3 Pointer,96-110,-14,6
Udonis Haslem,MIA,NYK,0022100727,2617,8,7,1,0.875,6.466666666666667,1.25,2.5,0.5,0.125,0.25,0.5,0.375,0.375,1.0,0.5,1.625,2.125,0.25,0.25,0.125,0.125,0.375,1.375,0,3.0,17,0,0,0022100727,home,ACTIVE,2617.0,40,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:32,Archive Set,Common,S21,Dunk,2006-03-15 00:30:00+00:00,Miami Heat,20000,17566.0,0.0,2434.0,158.0,0.0,2.0,5,0.0,0.0,0.0,760.0,nan,nan,nan,nan,VISIBLE,c2217564-b18c-463c-bba7-6a3af81c751b,9e89b552-0236-4ffc-ab6b-8cf7c27d46b4,https://nbatopshot.com/listings/p2p/9e89b552-0236-4ffc-ab6b-8cf7c27d46b4+c2217564-b18c-463c-bba7-6a3af81c751b,Run It Back,Rare,1,Assist,275,399,0.0,NYK,1610612752,MIA,1610612748,4,,96,110,2022-01-26 19:30:00-05:00,Final,Archive Set-Common-S21-Dunk,Run It Back-Rare-1-Assist,96-110,-14,0
Aaron Gordon,DEN,BKN,0022100453,203932,44,24,20,0.545,31.969621212121215,5.5,10.522727272727273,0.523,1.0681818181818181,3.25,0.329,2.2954545454545454,3.1136363636363638,0.737,1.6590909090909092,3.909090909090909,5.568181818181818,2.5454545454545454,1.7727272727272727,0.6590909090909091,0.5909090909090909,0.6818181818181818,1.9090909090909092,2,14.363636363636363,183,3,0,0022100453,away,ACTIVE,203932.0,50,SF,Starter,-,1,nan,nan,1,1,0,11,4,0.36363636363636404,0,1.0,1,0,2,2,1.0,70,29.766666666666666,68,-2,10,0,4,2,4,1,5,0,5,0,0.0,2,6,4,0.666666666666666,2022-01-27 03:30,Base Set,Common,3,Dunk,2021-11-24 03:00:00+00:00,Denver Nuggets,60000,28218.0,0.0,10447.0,24655.0,0.0,2.0,3,0.0,0.0,0.0,1849.0,nan,nan,nan,nan,VISIBLE,33febaa8-66c9-498b-a2aa-89af9b043845,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+33febaa8-66c9-498b-a2aa-89af9b043845,Base Set,Common,1,Dunk,3999,39,-2.5,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,118-124,-6,2
Austin Rivers,DEN,BKN,0022100453,203085,34,21,13,0.618,21.029460784313727,2.323529411764706,5.617647058823529,0.414,1.3235294117647058,3.764705882352941,0.352,0.5,0.7352941176470589,0.68,0.3235294117647059,1.3235294117647058,1.6470588235294117,1.088235294117647,0.7941176470588235,0.5882352941176471,0.058823529411764705,0.2647058823529412,1.6470588235294117,0,6.470588235294118,9,0,0,0022100453,away,ACTIVE,203085.0,25,nan,Bench,-,1,nan,nan,1,0,0,11,8,0.7272727272727271,0,2.0,2,0,2,2,1.0,61,26.133333333333333,76,15,25,3,2,0,1,0,1,2,10,7,0.7,1,1,1,1.0,2022-01-27 03:11,Base Set,Common,2,3 Pointer,2021-01-07 00:30:00+00:00,New York Knicks,40000,35104.0,0.0,3717.0,1231.0,0.0,12.0,5,0.0,25.0,0.0,2291.0,False,False,False,False,VISIBLE,b9d28da0-d5e7-42ff-afa1-edd9f46c29d4,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b9d28da0-d5e7-42ff-afa1-edd9f46c29d4,Base Set,Common,1,Handles,3339,79,0.0,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-2-3 Pointer,Base Set-Common-1-Handles,118-124,-6,2
Bol Bol,DEN,BKN,0022100453,1629626,14,5,9,0.357,5.774285714285715,1.0714285714285714,1.9285714285714286,0.556,0.07142857142857142,0.2857142857142857,0.25,0.14285714285714285,0.35714285714285715,0.4,0.2857142857142857,1.1428571428571428,1.4285714285714286,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857,0,2.357142857142857,5,0,0,0022100453,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 03:31,Base Set,Common,3,Steal,2021-10-30 02:00:00+00:00,Denver Nuggets,60000,35652.0,0.0,11670.0,15679.0,0.0,2.0,3,0.0,50.0,0.0,2603.0,nan,nan,nan,nan,VISIBLE,d71d177b-2a2f-40e8-88a0-7f8116fd0ab7,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d71d177b-2a2f-40e8-88a0-7f8116fd0ab7,Base Set,Common,1,Dunk,1643,92,0.0,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-3-Steal,Base Set-Common-1-Dunk,118-124,-6,0
Bones Hyland,DEN,BKN,0022100453,1630538,35,20,15,0.571,17.301904761904762,2.857142857142857,7.885714285714286,0.362,1.6571428571428573,4.914285714285715,0.337,1.0,1.1142857142857143,0.897,0.2,2.2857142857142856,2.4857142857142858,1.6571428571428573,1.0857142857142856,0.4857142857142857,0.2571428571428571,0.6285714285714286,2.0285714285714285,1,8.371428571428572,-10,1,0,0022100453,away,ACTIVE,1630538.0,3,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:30,Base Set,Common,3,Jump Shot,2021-10-26 01:00:00+00:00,Denver Nuggets,4000,2103.0,0.0,150.0,1748.0,0.0,2.0,180,-2.7,1.12,-20.0,114.0,True,True,True,True,VISIBLE,5ea5572d-cf06-4fcd-8500-494fdfe5c4e6,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5ea5572d-cf06-4fcd-8500-494fdfe5c4e6,Base Set,Common,3,Jump Shot,4000,180,-2.7,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-3-Jump Shot,Base Set-Common-3-Jump Shot,118-124,-6,0
Bryn Forbes,DEN,BKN,0022100453,1627854,4,3,1,0.75,18.175833333333333,2.75,8.75,0.314,1.25,4.0,0.313,0.5,0.5,1.0,0.25,0.25,0.5,1.0,0.5,0.0,0.0,0.75,2.5,0,7.25,-7,0,0,0022100453,away,ACTIVE,1627854.0,6,nan,Bench,-,1,nan,nan,1,0,0,6,2,0.333333333333333,1,0.0,2,0,0,0,0.0,45,15.316666666666666,47,2,5,0,2,0,0,0,0,0,4,1,0.25,1,2,1,0.5,2022-01-27 03:29,Base Set,Common,3,Handles,2021-12-07 02:00:00+00:00,San Antonio Spurs,60000,23699.0,0.0,6960.0,32501.0,0.0,2.0,3,0.0,0.0,0.0,1360.0,nan,nan,nan,nan,VISIBLE,96159517-e46b-4ca9-9a2f-af8a294c52a3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+96159517-e46b-4ca9-9a2f-af8a294c52a3,Base Set,Common,2,3 Pointer,12000,10,0.0,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-3-Handles,Base Set-Common-2-3 Pointer,118-124,-6,0
Carlik Jones,DEN,BKN,0022100453,1630637,2,1,1,0.5,2.0166666666666666,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-4,0,0,0022100453,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,nan,nan,118-124,-6,0
Davon Reed,DEN,BKN,0022100453,1628432,21,14,7,0.667,15.204761904761906,1.5714285714285714,3.380952380952381,0.465,0.7142857142857143,1.619047619047619,0.441,0.19047619047619047,0.23809523809523808,0.8,0.42857142857142855,2.3333333333333335,2.761904761904762,1.0476190476190477,0.2857142857142857,0.7619047619047619,0.14285714285714285,0.09523809523809523,1.619047619047619,0,4.0476190476190474,-21,0,0,0022100453,away,ACTIVE,1628432.0,9,nan,Bench,-,1,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,2,0.1175,0,-2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,nan,nan,118-124,-6,0
DeMarcus Cousins,DEN,BKN,0022100453,202326,3,3,0,1.0,12.775,2.0,7.333333333333333,0.273,0.6666666666666666,3.0,0.222,1.6666666666666667,2.6666666666666665,0.625,2.3333333333333335,4.0,6.333333333333333,0.3333333333333333,3.3333333333333335,1.0,0.0,0.6666666666666666,3.0,3,6.333333333333333,-9,0,0,0022100453,away,ACTIVE,202326.0,4,nan,Bench,-,1,nan,nan,0,0,1,10,4,0.4,1,2.0,2,2,4,3,0.75,34,12.715833333333334,36,2,13,0,4,4,3,3,6,1,3,2,0.666666666666666,3,7,2,0.28571428571428603,2022-01-27 03:12,Base Set,Common,2,3 Pointer,2021-01-01 00:00:00+00:00,Houston Rockets,15000,14289.0,0.0,710.0,23.0,0.0,12.0,6,0.0,0.0,20.0,1136.0,False,False,False,False,VISIBLE,38c54fd5-594c-4435-ae9d-80f03aefbe8f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+38c54fd5-594c-4435-ae9d-80f03aefbe8f,Run It Back,Rare,1,Dunk,275,1400,0.0,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-2-3 Pointer,Run It Back-Rare-1-Dunk,118-124,-6,3
Facundo Campazzo,DEN,BKN,0022100453,1630267,46,25,21,0.543,21.70844202898551,2.0869565217391304,5.478260869565218,0.381,1.0869565217391304,3.4782608695652173,0.313,1.0869565217391304,1.3478260869565217,0.806,0.3695652173913043,1.673913043478261,2.0434782608695654,4.0,1.2173913043478262,1.1521739130434783,0.41304347826086957,0.15217391304347827,2.1956521739130435,1,6.3478260869565215,-237,2,0,0022100453,away,ACTIVE,1630267.0,7,nan,Bench,-,1,nan,nan,6,0,0,1,0,0.0,0,3.0,2,0,2,2,1.0,58,20.05,61,3,2,2,0,0,1,0,1,1,0,0,0.0,0,1,0,0.0,2022-01-27 03:31,Base Set,Common,3,Layup,2021-10-23 01:00:00+00:00,Denver Nuggets,60000,34945.0,0.0,13109.0,15063.0,0.0,2.0,3,0.0,0.0,50.0,2250.0,nan,nan,nan,nan,VISIBLE,4b3b7556-28b8-43ff-bc93-eb41997c3955,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4b3b7556-28b8-43ff-bc93-eb41997c3955,Metallic Gold LE,Rare,2,Assist,499,125,0.0,DEN,1610612743,BKN,1610612751,4,,124,118,2022-01-26 20:00:00-05:00,Final,Base Set-Common-3-Layup,Metallic Gold LE-Rare-2-Assist,118-124,-6,2
